Order_ID,Order_Date,Region,Product_ID,Product,Category,Order_Value,Quantity
ORD779222,2025-12-01,West,P002,Smartphone,Electronics,1355,4
ORD779223,2025-01-08,South,P015,Other Product,Others,1802,5
ORD779224,2025-05-01,North,P009,Sofa,Home & Living,1438,2
ORD779225,2025-10-09,East,P011,Car Seat,Automotive,525,4
ORD779226,2025-08-02,South,P012,Engine Oil,Automotive,1600,1
ORD779227,2025-07-05,North,P012,Engine Oil,Automotive,1698,4
ORD779228,2025-10-19,West,P003,Headphones,Electronics,2112,2
ORD779229,2025-07-05,West,P005,Keyboard,Electronics,2043,9
ORD779230,2025-01-07,East,P012,Engine Oil,Automotive,2100,5
ORD779231,2025-02-02,West,P001,Laptop,Electronics,1798,7
ORD779232,2025-05-22,West,P009,Sofa,Home & Living,2499,6
ORD779233,2025-02-07,East,P005,Keyboard,Electronics,1588,2
ORD779234,2025-11-22,North,P004,Monitor,Electronics,1799,4
ORD779235,2025-03-16,West,P002,Smartphone,Electronics,1931,2
ORD779236,2025-06-24,North,P005,Keyboard,Electronics,260,7
ORD779237,2025-05-23,North,P002,Smartphone,Electronics,1671,6
ORD779238,2025-02-11,South,P012,Engine Oil,Automotive,1009,1
ORD779239,2025-11-01,West,P012,Engine Oil,Automotive,2455,6
ORD779240,2025-03-25,West,P007,Jeans,Apparel,885,9
ORD779241,2025-11-24,North,P003,Headphones,Electronics,962,2
ORD779242,2025-07-12,East,P012,Engine Oil,Automotive,1065,9
ORD779243,2025-01-12,East,P003,Headphones,Electronics,171,3
ORD779244,2025-05-11,South,P013,Face Cream,Health & Beauty,1773,1
ORD779245,2025-04-03,East,P002,Smartphone,Electronics,2313,8
ORD779246,2025-07-21,South,P007,Jeans,Apparel,213,3
ORD779247,2025-05-04,South,P001,Laptop,Electronics,1169,8
ORD779248,2025-04-20,North,P004,Monitor,Electronics,1604,3
ORD779249,2025-07-21,South,P003,Headphones,Electronics,1386,9
ORD779250,2025-02-23,East,P014,Shampoo,Health & Beauty,1572,8
ORD779251,2025-03-24,East,P003,Headphones,Electronics,1543,1
ORD779252,2025-08-01,South,P008,Jacket,Apparel,2127,9
ORD779253,2025-01-01,East,P006,T-Shirt,Apparel,597,6
ORD779254,2025-06-18,West,P010,Dining Table,Home & Living,2118,5
ORD779255,2025-08-15,South,P012,Engine Oil,Automotive,1928,5
ORD779256,2025-09-27,West,P011,Car Seat,Automotive,1568,1
ORD779257,2025-02-16,East,P007,Jeans,Apparel,1580,5
ORD779258,2025-09-04,West,P010,Dining Table,Home & Living,2227,2
ORD779259,2025-07-28,East,P002,Smartphone,Electronics,2027,9
ORD779260,2025-04-20,West,P004,Monitor,Electronics,1158,6
ORD779261,2025-12-03,East,P007,Jeans,Apparel,1348,6
ORD779262,2025-05-26,South,P012,Engine Oil,Automotive,2181,4
ORD779263,2025-07-27,West,P006,T-Shirt,Apparel,1031,2
ORD779264,2025-07-25,West,P001,Laptop,Electronics,1965,4
ORD779265,2025-04-21,East,P008,Jacket,Apparel,491,3
ORD779266,2025-10-02,West,P010,Dining Table,Home & Living,439,6
ORD779267,2025-07-17,North,P015,Other Product,Others,1147,7
ORD779268,2025-07-20,North,P005,Keyboard,Electronics,435,3
ORD779269,2025-03-22,West,P005,Keyboard,Electronics,1408,1
ORD779270,2025-11-26,West,P013,Face Cream,Health & Beauty,935,1
ORD779271,2025-08-02,East,P014,Shampoo,Health & Beauty,2363,4
ORD779272,2025-07-16,North,P002,Smartphone,Electronics,2234,3
ORD779273,2025-01-13,South,P010,Dining Table,Home & Living,293,7
ORD779274,2025-04-15,West,P012,Engine Oil,Automotive,1487,8
ORD779275,2025-10-31,North,P001,Laptop,Electronics,2493,8
ORD779276,2025-11-26,North,P005,Keyboard,Electronics,368,2
ORD779277,2025-08-07,North,P015,Other Product,Others,2335,8
ORD779278,2025-09-13,North,P003,Headphones,Electronics,1412,2
ORD779279,2025-01-04,South,P012,Engine Oil,Automotive,1416,3
ORD779280,2025-12-22,South,P008,Jacket,Apparel,1702,1
ORD779281,2025-03-06,West,P001,Laptop,Electronics,2261,6
ORD779282,2025-08-18,East,P010,Dining Table,Home & Living,2367,9
ORD779283,2025-08-06,East,P009,Sofa,Home & Living,765,6
ORD779284,2025-04-18,East,P002,Smartphone,Electronics,1056,1
ORD779285,2025-03-02,South,P008,Jacket,Apparel,835,7
ORD779286,2025-01-03,East,P006,T-Shirt,Apparel,290,2
ORD779287,2025-10-30,West,P002,Smartphone,Electronics,1228,1
ORD779288,2025-01-14,West,P009,Sofa,Home & Living,2382,3
ORD779289,2025-04-22,West,P010,Dining Table,Home & Living,1996,4
ORD779290,2025-05-22,East,P012,Engine Oil,Automotive,309,1
ORD779291,2025-12-26,West,P014,Shampoo,Health & Beauty,1184,9
ORD779292,2025-05-10,North,P005,Keyboard,Electronics,1438,8
ORD779293,2025-10-21,South,P003,Headphones,Electronics,489,5
ORD779294,2025-06-09,West,P013,Face Cream,Health & Beauty,202,8
ORD779295,2025-04-29,North,P014,Shampoo,Health & Beauty,1056,4
ORD779296,2025-12-31,South,P013,Face Cream,Health & Beauty,2128,2
ORD779297,2025-09-04,East,P005,Keyboard,Electronics,1830,8
ORD779298,2025-12-18,North,P004,Monitor,Electronics,103,3
ORD779299,2025-09-18,North,P005,Keyboard,Electronics,1317,6
ORD779300,2025-11-10,West,P015,Other Product,Others,111,6
ORD779301,2025-06-29,North,P008,Jacket,Apparel,2272,9
ORD779302,2025-09-27,West,P008,Jacket,Apparel,933,8
ORD779303,2025-09-03,East,P012,Engine Oil,Automotive,1579,8
ORD779304,2025-11-15,East,P003,Headphones,Electronics,829,3
ORD779305,2025-01-26,North,P005,Keyboard,Electronics,1021,4
ORD779306,2025-06-03,West,P013,Face Cream,Health & Beauty,144,6
ORD779307,2025-05-29,North,P014,Shampoo,Health & Beauty,706,4
ORD779308,2025-01-17,East,P009,Sofa,Home & Living,624,6
ORD779309,2025-04-12,North,P009,Sofa,Home & Living,1373,2
ORD779310,2025-11-27,North,P007,Jeans,Apparel,2373,7
ORD779311,2025-06-28,East,P008,Jacket,Apparel,2209,3
ORD779312,2025-03-03,East,P007,Jeans,Apparel,805,7
ORD779313,2025-11-22,North,P008,Jacket,Apparel,1191,2
ORD779314,2025-05-24,West,P009,Sofa,Home & Living,1687,4
ORD779315,2025-03-06,North,P005,Keyboard,Electronics,788,2
ORD779316,2025-02-15,West,P007,Jeans,Apparel,1440,5
ORD779317,2025-04-05,North,P001,Laptop,Electronics,1582,4
ORD779318,2025-11-25,East,P014,Shampoo,Health & Beauty,1721,4
ORD779319,2025-01-22,South,P010,Dining Table,Home & Living,2414,1
ORD779320,2025-12-23,East,P003,Headphones,Electronics,782,1
ORD779321,2025-02-26,South,P001,Laptop,Electronics,2093,9
ORD779322,2025-04-30,North,P008,Jacket,Apparel,1652,2
ORD779323,2025-04-26,West,P009,Sofa,Home & Living,1835,3
ORD779324,2025-10-31,North,P005,Keyboard,Electronics,1310,6
ORD779325,2025-08-06,South,P009,Sofa,Home & Living,2488,8
ORD779326,2025-06-16,West,P013,Face Cream,Health & Beauty,2320,4
ORD779327,2025-12-06,South,P010,Dining Table,Home & Living,1833,8
ORD779328,2025-04-14,East,P001,Laptop,Electronics,1502,4
ORD779329,2025-06-18,South,P015,Other Product,Others,859,6
ORD779330,2025-10-13,South,P011,Car Seat,Automotive,1002,5
ORD779331,2025-07-26,South,P001,Laptop,Electronics,955,8
ORD779332,2025-10-05,West,P004,Monitor,Electronics,554,9
ORD779333,2025-05-03,North,P008,Jacket,Apparel,809,1
ORD779334,2025-04-17,West,P006,T-Shirt,Apparel,1540,7
ORD779335,2025-03-04,North,P012,Engine Oil,Automotive,2076,4
ORD779336,2025-12-21,East,P001,Laptop,Electronics,529,6
ORD779337,2025-10-24,South,P012,Engine Oil,Automotive,903,6
ORD779338,2025-04-07,North,P015,Other Product,Others,1395,1
ORD779339,2025-02-24,West,P006,T-Shirt,Apparel,1351,3
ORD779340,2025-03-04,West,P001,Laptop,Electronics,1507,1
ORD779341,2025-03-23,West,P005,Keyboard,Electronics,1706,2
ORD779342,2025-05-05,North,P012,Engine Oil,Automotive,958,6
ORD779343,2025-06-01,South,P010,Dining Table,Home & Living,1483,2
ORD779344,2025-12-21,West,P009,Sofa,Home & Living,104,6
ORD779345,2025-06-15,South,P014,Shampoo,Health & Beauty,2445,2
ORD779346,2025-11-02,South,P014,Shampoo,Health & Beauty,2136,6
ORD779347,2025-07-17,East,P004,Monitor,Electronics,1355,8
ORD779348,2025-08-26,South,P008,Jacket,Apparel,1407,2
ORD779349,2025-10-22,South,P006,T-Shirt,Apparel,401,6
ORD779350,2025-01-31,North,P013,Face Cream,Health & Beauty,1151,2
ORD779351,2025-04-28,South,P005,Keyboard,Electronics,1007,9
ORD779352,2025-04-15,North,P013,Face Cream,Health & Beauty,1389,4
ORD779353,2025-05-23,South,P012,Engine Oil,Automotive,1318,5
ORD779354,2025-12-30,West,P005,Keyboard,Electronics,1137,7
ORD779355,2025-08-31,North,P015,Other Product,Others,1691,7
ORD779356,2025-12-07,East,P005,Keyboard,Electronics,290,7
ORD779357,2025-08-19,West,P014,Shampoo,Health & Beauty,1711,6
ORD779358,2025-01-17,East,P013,Face Cream,Health & Beauty,885,2
ORD779359,2025-12-11,North,P001,Laptop,Electronics,739,7
ORD779360,2025-05-13,West,P012,Engine Oil,Automotive,1694,4
ORD779361,2025-05-11,South,P010,Dining Table,Home & Living,126,5
ORD779362,2025-03-09,South,P002,Smartphone,Electronics,1362,7
ORD779363,2025-08-16,East,P004,Monitor,Electronics,714,3
ORD779364,2025-03-15,West,P013,Face Cream,Health & Beauty,863,9
ORD779365,2025-03-18,South,P008,Jacket,Apparel,1770,2
ORD779366,2025-08-29,North,P009,Sofa,Home & Living,1946,2
ORD779367,2025-09-19,West,P009,Sofa,Home & Living,1895,7
ORD779368,2025-02-17,East,P009,Sofa,Home & Living,1623,6
ORD779369,2025-07-01,North,P009,Sofa,Home & Living,1977,6
ORD779370,2025-10-01,South,P004,Monitor,Electronics,1988,1
ORD779371,2025-07-01,North,P006,T-Shirt,Apparel,2315,7
ORD779372,2025-05-06,North,P003,Headphones,Electronics,924,3
ORD779373,2025-04-03,North,P014,Shampoo,Health & Beauty,2451,4
ORD779374,2025-12-15,East,P006,T-Shirt,Apparel,1452,3
ORD779375,2025-02-11,East,P014,Shampoo,Health & Beauty,1853,4
ORD779376,2025-06-19,East,P006,T-Shirt,Apparel,2399,7
ORD779377,2025-11-27,South,P013,Face Cream,Health & Beauty,2393,6
ORD779378,2025-10-21,East,P002,Smartphone,Electronics,651,7
ORD779379,2025-04-01,South,P015,Other Product,Others,955,2
ORD779380,2025-12-24,West,P008,Jacket,Apparel,310,3
ORD779381,2025-05-27,West,P001,Laptop,Electronics,1625,2
ORD779382,2025-06-26,South,P003,Headphones,Electronics,578,2
ORD779383,2025-05-26,South,P013,Face Cream,Health & Beauty,786,1
ORD779384,2025-07-23,North,P005,Keyboard,Electronics,2130,2
ORD779385,2025-05-16,West,P012,Engine Oil,Automotive,883,3
ORD779386,2025-01-13,North,P003,Headphones,Electronics,1734,2
ORD779387,2025-04-04,North,P015,Other Product,Others,780,8
ORD779388,2025-04-06,South,P008,Jacket,Apparel,203,3
ORD779389,2025-11-04,South,P012,Engine Oil,Automotive,2273,4
ORD779390,2025-02-23,South,P003,Headphones,Electronics,770,5
ORD779391,2025-12-06,North,P004,Monitor,Electronics,618,2
ORD779392,2025-11-12,East,P014,Shampoo,Health & Beauty,546,2
ORD779393,2025-01-08,West,P005,Keyboard,Electronics,2203,6
ORD779394,2025-01-30,North,P011,Car Seat,Automotive,364,3
ORD779395,2025-07-12,South,P006,T-Shirt,Apparel,456,1
ORD779396,2025-09-18,East,P012,Engine Oil,Automotive,1055,1
ORD779397,2025-04-13,West,P003,Headphones,Electronics,1496,1
ORD779398,2025-06-12,East,P006,T-Shirt,Apparel,756,3
ORD779399,2025-12-26,North,P004,Monitor,Electronics,1967,8
ORD779400,2025-02-11,South,P001,Laptop,Electronics,963,2
ORD779401,2025-05-20,West,P010,Dining Table,Home & Living,1342,4
ORD779402,2025-04-06,East,P005,Keyboard,Electronics,2035,4
ORD779403,2025-02-02,North,P009,Sofa,Home & Living,1581,3
ORD779404,2025-09-10,East,P001,Laptop,Electronics,785,9
ORD779405,2025-10-18,North,P010,Dining Table,Home & Living,2405,4
ORD779406,2025-09-29,South,P001,Laptop,Electronics,2402,1
ORD779407,2025-07-29,East,P012,Engine Oil,Automotive,1643,9
ORD779408,2025-06-11,North,P015,Other Product,Others,1685,2
ORD779409,2025-05-06,South,P009,Sofa,Home & Living,2388,4
ORD779410,2025-10-08,South,P007,Jeans,Apparel,532,1
ORD779411,2025-08-07,South,P008,Jacket,Apparel,2295,1
ORD779412,2025-02-26,West,P006,T-Shirt,Apparel,231,9
ORD779413,2025-01-01,North,P004,Monitor,Electronics,2360,5
ORD779414,2025-10-28,West,P013,Face Cream,Health & Beauty,2163,5
ORD779415,2025-05-30,West,P014,Shampoo,Health & Beauty,930,3
ORD779416,2025-10-10,South,P011,Car Seat,Automotive,1357,6
ORD779417,2025-07-21,West,P002,Smartphone,Electronics,536,7
ORD779418,2025-05-24,South,P004,Monitor,Electronics,2191,1
ORD779419,2025-03-24,West,P003,Headphones,Electronics,2033,6
ORD779420,2025-06-15,South,P004,Monitor,Electronics,1908,9
ORD779421,2025-07-22,South,P013,Face Cream,Health & Beauty,797,1
ORD779422,2025-03-16,North,P003,Headphones,Electronics,1152,6
ORD779423,2025-07-31,East,P003,Headphones,Electronics,856,8
ORD779424,2025-09-16,East,P010,Dining Table,Home & Living,1134,8
ORD779425,2025-08-06,North,P014,Shampoo,Health & Beauty,1508,5
ORD779426,2025-06-24,North,P003,Headphones,Electronics,789,6
ORD779427,2025-12-03,West,P002,Smartphone,Electronics,2486,4
ORD779428,2025-09-23,East,P010,Dining Table,Home & Living,2491,6
ORD779429,2025-11-02,South,P002,Smartphone,Electronics,2052,7
ORD779430,2025-03-11,South,P011,Car Seat,Automotive,1293,2
ORD779431,2025-05-14,North,P003,Headphones,Electronics,945,5
ORD779432,2025-06-28,East,P007,Jeans,Apparel,2244,3
ORD779433,2025-04-28,West,P004,Monitor,Electronics,1785,9
ORD779434,2025-07-24,South,P007,Jeans,Apparel,1139,1
ORD779435,2025-09-01,South,P001,Laptop,Electronics,829,3
ORD779436,2025-08-25,North,P008,Jacket,Apparel,937,3
ORD779437,2025-11-14,North,P007,Jeans,Apparel,1518,7
ORD779438,2025-10-13,North,P009,Sofa,Home & Living,2450,3
ORD779439,2025-09-09,East,P004,Monitor,Electronics,1392,4
ORD779440,2025-10-06,North,P011,Car Seat,Automotive,1478,3
ORD779441,2025-10-14,South,P014,Shampoo,Health & Beauty,1207,8
ORD779442,2025-08-10,West,P002,Smartphone,Electronics,324,4
ORD779443,2025-07-13,East,P008,Jacket,Apparel,2083,4
ORD779444,2025-01-04,West,P002,Smartphone,Electronics,1530,7
ORD779445,2025-08-28,East,P014,Shampoo,Health & Beauty,1353,9
ORD779446,2025-10-15,West,P015,Other Product,Others,1656,3
ORD779447,2025-05-01,West,P012,Engine Oil,Automotive,193,1
ORD779448,2025-08-17,South,P013,Face Cream,Health & Beauty,1471,7
ORD779449,2025-12-12,East,P007,Jeans,Apparel,999,8
ORD779450,2025-08-09,East,P009,Sofa,Home & Living,1568,5
ORD779451,2025-01-10,South,P013,Face Cream,Health & Beauty,1286,2
ORD779452,2025-02-09,West,P008,Jacket,Apparel,1163,2
ORD779453,2025-01-04,East,P010,Dining Table,Home & Living,587,3
ORD779454,2025-12-19,North,P003,Headphones,Electronics,1468,3
ORD779455,2025-01-29,North,P007,Jeans,Apparel,414,2
ORD779456,2025-07-30,West,P005,Keyboard,Electronics,537,5
ORD779457,2025-06-18,North,P001,Laptop,Electronics,178,3
ORD779458,2025-04-20,South,P001,Laptop,Electronics,1416,5
ORD779459,2025-07-20,East,P010,Dining Table,Home & Living,1428,1
ORD779460,2025-07-14,South,P003,Headphones,Electronics,390,8
ORD779461,2025-11-04,East,P005,Keyboard,Electronics,623,6
ORD779462,2025-08-07,North,P008,Jacket,Apparel,1006,9
ORD779463,2025-02-20,East,P002,Smartphone,Electronics,1856,3
ORD779464,2025-03-25,South,P007,Jeans,Apparel,969,1
ORD779465,2025-01-28,South,P006,T-Shirt,Apparel,250,1
ORD779466,2025-09-17,North,P008,Jacket,Apparel,2326,8
ORD779467,2025-11-07,North,P010,Dining Table,Home & Living,1007,9
ORD779468,2025-08-23,South,P014,Shampoo,Health & Beauty,677,5
ORD779469,2025-12-01,South,P001,Laptop,Electronics,529,2
ORD779470,2025-10-21,North,P012,Engine Oil,Automotive,2154,1
ORD779471,2025-07-18,North,P010,Dining Table,Home & Living,301,5
ORD779472,2025-08-02,East,P003,Headphones,Electronics,1441,9
ORD779473,2025-11-28,South,P009,Sofa,Home & Living,1752,3
ORD779474,2025-10-21,South,P008,Jacket,Apparel,1102,9
ORD779475,2025-04-15,North,P004,Monitor,Electronics,105,3
ORD779476,2025-01-13,South,P003,Headphones,Electronics,1582,9
ORD779477,2025-08-11,South,P014,Shampoo,Health & Beauty,1096,7
ORD779478,2025-01-12,South,P002,Smartphone,Electronics,1177,2
ORD779479,2025-09-14,West,P011,Car Seat,Automotive,143,3
ORD779480,2025-01-24,North,P009,Sofa,Home & Living,1409,5
ORD779481,2025-04-28,North,P014,Shampoo,Health & Beauty,831,1
ORD779482,2025-11-25,South,P003,Headphones,Electronics,1059,6
ORD779483,2025-07-19,North,P006,T-Shirt,Apparel,481,8
ORD779484,2025-10-04,North,P010,Dining Table,Home & Living,1758,5
ORD779485,2025-12-04,West,P005,Keyboard,Electronics,2113,4
ORD779486,2025-03-22,South,P008,Jacket,Apparel,1755,5
ORD779487,2025-10-28,North,P009,Sofa,Home & Living,934,4
ORD779488,2025-03-02,South,P006,T-Shirt,Apparel,208,6
ORD779489,2025-10-11,South,P007,Jeans,Apparel,900,8
ORD779490,2025-11-19,East,P012,Engine Oil,Automotive,2289,2
ORD779491,2025-11-07,West,P004,Monitor,Electronics,1766,9
ORD779492,2025-01-10,South,P005,Keyboard,Electronics,151,5
ORD779493,2025-07-31,North,P006,T-Shirt,Apparel,313,5
ORD779494,2025-02-10,East,P014,Shampoo,Health & Beauty,2199,8
ORD779495,2025-01-19,South,P015,Other Product,Others,568,7
ORD779496,2025-07-13,North,P002,Smartphone,Electronics,482,5
ORD779497,2025-10-12,West,P003,Headphones,Electronics,540,9
ORD779498,2025-03-17,East,P004,Monitor,Electronics,1830,4
ORD779499,2025-03-31,South,P011,Car Seat,Automotive,2059,3
ORD779500,2025-03-23,North,P015,Other Product,Others,678,4
ORD779501,2025-05-10,South,P004,Monitor,Electronics,737,1
ORD779502,2025-05-14,North,P002,Smartphone,Electronics,1335,4
ORD779503,2025-07-08,North,P014,Shampoo,Health & Beauty,1726,2
ORD779504,2025-01-17,South,P002,Smartphone,Electronics,281,3
ORD779505,2025-04-07,North,P006,T-Shirt,Apparel,1825,8
ORD779506,2025-04-13,East,P008,Jacket,Apparel,2069,2
ORD779507,2025-02-21,East,P009,Sofa,Home & Living,182,3
ORD779508,2025-08-22,North,P009,Sofa,Home & Living,2176,3
ORD779509,2025-02-10,East,P009,Sofa,Home & Living,1460,1
ORD779510,2025-11-11,South,P009,Sofa,Home & Living,1436,9
ORD779511,2025-04-05,North,P006,T-Shirt,Apparel,695,8
ORD779512,2025-05-26,East,P001,Laptop,Electronics,1754,4
ORD779513,2025-08-19,East,P008,Jacket,Apparel,1593,9
ORD779514,2025-08-28,West,P013,Face Cream,Health & Beauty,2278,9
ORD779515,2025-10-04,South,P009,Sofa,Home & Living,342,5
ORD779516,2025-03-25,East,P014,Shampoo,Health & Beauty,2181,7
ORD779517,2025-08-25,North,P015,Other Product,Others,466,1
ORD779518,2025-03-11,North,P001,Laptop,Electronics,1931,8
ORD779519,2025-11-30,South,P005,Keyboard,Electronics,1567,7
ORD779520,2025-11-14,South,P006,T-Shirt,Apparel,1316,6
ORD779521,2025-08-26,East,P005,Keyboard,Electronics,108,6
ORD779522,2025-01-13,South,P006,T-Shirt,Apparel,1865,6
ORD779523,2025-01-18,West,P014,Shampoo,Health & Beauty,391,7
ORD779524,2025-10-19,East,P003,Headphones,Electronics,1672,8
ORD779525,2025-04-14,East,P013,Face Cream,Health & Beauty,2490,3
ORD779526,2025-04-06,West,P014,Shampoo,Health & Beauty,1722,7
ORD779527,2025-10-15,South,P001,Laptop,Electronics,1371,1
ORD779528,2025-04-16,West,P006,T-Shirt,Apparel,634,5
ORD779529,2025-07-13,North,P010,Dining Table,Home & Living,2360,3
ORD779530,2025-11-20,East,P013,Face Cream,Health & Beauty,1165,5
ORD779531,2025-08-31,North,P015,Other Product,Others,1617,2
ORD779532,2025-09-10,West,P012,Engine Oil,Automotive,389,6
ORD779533,2025-10-19,North,P006,T-Shirt,Apparel,1878,3
ORD779534,2025-04-24,South,P009,Sofa,Home & Living,2163,5
ORD779535,2025-05-21,North,P007,Jeans,Apparel,1105,6
ORD779536,2025-08-19,East,P004,Monitor,Electronics,1905,2
ORD779537,2025-07-28,West,P012,Engine Oil,Automotive,1899,2
ORD779538,2025-09-01,South,P007,Jeans,Apparel,945,2
ORD779539,2025-07-02,North,P006,T-Shirt,Apparel,2350,2
ORD779540,2025-10-23,East,P002,Smartphone,Electronics,565,1
ORD779541,2025-06-23,West,P008,Jacket,Apparel,183,5
ORD779542,2025-07-19,West,P010,Dining Table,Home & Living,2440,7
ORD779543,2025-01-31,North,P008,Jacket,Apparel,207,7
ORD779544,2025-02-04,South,P012,Engine Oil,Automotive,2236,6
ORD779545,2025-03-30,South,P013,Face Cream,Health & Beauty,1786,7
ORD779546,2025-09-04,South,P014,Shampoo,Health & Beauty,2383,5
ORD779547,2025-01-23,East,P004,Monitor,Electronics,1495,9
ORD779548,2025-03-12,West,P013,Face Cream,Health & Beauty,246,5
ORD779549,2025-12-02,South,P012,Engine Oil,Automotive,1367,7
ORD779550,2025-10-10,West,P004,Monitor,Electronics,900,5
ORD779551,2025-09-21,South,P008,Jacket,Apparel,1649,5
ORD779552,2025-09-08,West,P001,Laptop,Electronics,593,4
ORD779553,2025-10-12,North,P006,T-Shirt,Apparel,1501,1
ORD779554,2025-07-27,South,P001,Laptop,Electronics,2494,4
ORD779555,2025-08-27,North,P006,T-Shirt,Apparel,2015,1
ORD779556,2025-06-09,North,P006,T-Shirt,Apparel,2260,6
ORD779557,2025-12-08,North,P010,Dining Table,Home & Living,2090,9
ORD779558,2025-06-02,West,P006,T-Shirt,Apparel,902,1
ORD779559,2025-03-13,South,P008,Jacket,Apparel,1652,2
ORD779560,2025-03-08,West,P015,Other Product,Others,1284,9
ORD779561,2025-07-18,West,P014,Shampoo,Health & Beauty,1343,2
ORD779562,2025-09-22,West,P008,Jacket,Apparel,139,3
ORD779563,2025-02-08,East,P015,Other Product,Others,418,4
ORD779564,2025-06-08,South,P010,Dining Table,Home & Living,1925,5
ORD779565,2025-07-16,North,P003,Headphones,Electronics,2026,4
ORD779566,2025-01-11,South,P003,Headphones,Electronics,1476,4
ORD779567,2025-10-14,North,P008,Jacket,Apparel,1542,4
ORD779568,2025-08-20,East,P014,Shampoo,Health & Beauty,278,5
ORD779569,2025-06-29,South,P005,Keyboard,Electronics,486,7
ORD779570,2025-03-02,West,P009,Sofa,Home & Living,1674,5
ORD779571,2025-02-20,West,P003,Headphones,Electronics,2487,6
ORD779572,2025-01-20,North,P012,Engine Oil,Automotive,1794,8
ORD779573,2025-09-29,West,P011,Car Seat,Automotive,1233,5
ORD779574,2025-07-13,North,P002,Smartphone,Electronics,1958,8
ORD779575,2025-11-03,North,P003,Headphones,Electronics,299,1
ORD779576,2025-11-08,West,P015,Other Product,Others,906,3
ORD779577,2025-01-27,South,P003,Headphones,Electronics,346,7
ORD779578,2025-01-19,East,P012,Engine Oil,Automotive,2457,6
ORD779579,2025-10-06,South,P015,Other Product,Others,1057,6
ORD779580,2025-09-11,West,P008,Jacket,Apparel,1701,4
ORD779581,2025-05-09,North,P012,Engine Oil,Automotive,1064,9
ORD779582,2025-12-17,East,P004,Monitor,Electronics,1564,7
ORD779583,2025-04-26,East,P013,Face Cream,Health & Beauty,261,5
ORD779584,2025-12-18,North,P002,Smartphone,Electronics,1068,6
ORD779585,2025-08-25,South,P002,Smartphone,Electronics,2155,8
ORD779586,2025-04-08,West,P013,Face Cream,Health & Beauty,1175,3
ORD779587,2025-07-09,South,P003,Headphones,Electronics,362,8
ORD779588,2025-06-16,West,P004,Monitor,Electronics,1155,3
ORD779589,2025-01-17,North,P005,Keyboard,Electronics,424,3
ORD779590,2025-02-20,West,P003,Headphones,Electronics,1223,7
ORD779591,2025-03-10,North,P001,Laptop,Electronics,897,1
ORD779592,2025-03-04,South,P008,Jacket,Apparel,1958,9
ORD779593,2025-09-13,West,P005,Keyboard,Electronics,191,4
ORD779594,2025-05-24,North,P004,Monitor,Electronics,879,4
ORD779595,2025-11-27,West,P015,Other Product,Others,2285,7
ORD779596,2025-02-16,West,P007,Jeans,Apparel,2117,2
ORD779597,2025-07-26,North,P009,Sofa,Home & Living,2161,9
ORD779598,2025-02-13,East,P004,Monitor,Electronics,2453,7
ORD779599,2025-01-12,West,P007,Jeans,Apparel,1575,4
ORD779600,2025-11-16,South,P009,Sofa,Home & Living,826,1
ORD779601,2025-07-14,East,P003,Headphones,Electronics,1911,6
ORD779602,2025-06-12,West,P006,T-Shirt,Apparel,1854,1
ORD779603,2025-04-23,West,P014,Shampoo,Health & Beauty,1256,4
ORD779604,2025-05-06,South,P009,Sofa,Home & Living,716,4
ORD779605,2025-05-08,East,P002,Smartphone,Electronics,1528,1
ORD779606,2025-05-30,North,P008,Jacket,Apparel,2292,6
ORD779607,2025-08-23,East,P006,T-Shirt,Apparel,966,9
ORD779608,2025-11-16,East,P010,Dining Table,Home & Living,1509,9
ORD779609,2025-10-02,West,P011,Car Seat,Automotive,1674,9
ORD779610,2025-06-18,South,P008,Jacket,Apparel,683,5
ORD779611,2025-01-16,East,P007,Jeans,Apparel,1838,2
ORD779612,2025-02-01,North,P009,Sofa,Home & Living,452,5
ORD779613,2025-04-27,West,P001,Laptop,Electronics,1158,1
ORD779614,2025-05-27,West,P012,Engine Oil,Automotive,610,4
ORD779615,2025-10-08,West,P015,Other Product,Others,1661,4
ORD779616,2025-05-30,West,P009,Sofa,Home & Living,968,6
ORD779617,2025-11-09,South,P006,T-Shirt,Apparel,561,2
ORD779618,2025-09-04,North,P015,Other Product,Others,494,6
ORD779619,2025-12-07,East,P013,Face Cream,Health & Beauty,1773,7
ORD779620,2025-08-02,North,P004,Monitor,Electronics,631,2
ORD779621,2025-02-01,North,P002,Smartphone,Electronics,1157,8
ORD779622,2025-02-11,West,P005,Keyboard,Electronics,2147,3
ORD779623,2025-01-23,East,P015,Other Product,Others,543,8
ORD779624,2025-12-23,West,P002,Smartphone,Electronics,506,3
ORD779625,2025-10-09,North,P005,Keyboard,Electronics,362,8
ORD779626,2025-08-31,North,P003,Headphones,Electronics,1160,5
ORD779627,2025-01-31,East,P004,Monitor,Electronics,1095,7
ORD779628,2025-11-08,East,P007,Jeans,Apparel,2421,3
ORD779629,2025-05-09,North,P001,Laptop,Electronics,2236,5
ORD779630,2025-12-08,East,P001,Laptop,Electronics,1983,7
ORD779631,2025-05-25,West,P004,Monitor,Electronics,1559,6
ORD779632,2025-04-18,North,P014,Shampoo,Health & Beauty,1892,5
ORD779633,2025-07-08,West,P015,Other Product,Others,1973,3
ORD779634,2025-08-22,West,P011,Car Seat,Automotive,2105,8
ORD779635,2025-12-13,West,P010,Dining Table,Home & Living,1700,5
