Customer_ID,Customer_Name,Region,Customer_Type
CUS0724,Customer 724,West,Retail
CUS0725,Customer 725,East,Wholesale
CUS0726,Customer 726,South,Enterprise
CUS0727,Customer 727,West,Wholesale
CUS0728,Customer 728,South,Wholesale
CUS0729,Customer 729,West,Enterprise
CUS0730,Customer 730,East,Retail
CUS0731,Customer 731,North,Enterprise
CUS0732,Customer 732,South,Wholesale
CUS0733,Customer 733,South,Wholesale
CUS0734,Customer 734,East,Enterprise
CUS0735,Customer 735,North,Retail
CUS0736,Customer 736,West,Retail
CUS0737,Customer 737,South,Wholesale
CUS0738,Customer 738,West,Wholesale
CUS0739,Customer 739,South,Retail
CUS0740,Customer 740,North,Enterprise
CUS0741,Customer 741,East,Retail
CUS0742,Customer 742,West,Retail
CUS0743,Customer 743,South,Retail
CUS0744,Customer 744,South,Enterprise
CUS0745,Customer 745,West,Enterprise
CUS0746,Customer 746,West,Enterprise
CUS0747,Customer 747,North,Retail
CUS0748,Customer 748,West,Enterprise
CUS0749,Customer 749,East,Enterprise
CUS0750,Customer 750,East,Enterprise
CUS0751,Customer 751,East,Wholesale
CUS0752,Customer 752,West,Retail
CUS0753,Customer 753,South,Wholesale
CUS0754,Customer 754,North,Wholesale
CUS0755,Customer 755,East,Wholesale
CUS0756,Customer 756,West,Enterprise
CUS0757,Customer 757,North,Retail
CUS0758,Customer 758,East,Wholesale
CUS0759,Customer 759,East,Wholesale
CUS0760,Customer 760,North,Enterprise
CUS0761,Customer 761,West,Wholesale
CUS0762,Customer 762,South,Enterprise
CUS0763,Customer 763,South,Wholesale
CUS0764,Customer 764,South,Enterprise
CUS0765,Customer 765,South,Wholesale
CUS0766,Customer 766,East,Retail
CUS0767,Customer 767,West,Wholesale
CUS0768,Customer 768,West,Enterprise
CUS0769,Customer 769,North,Enterprise
CUS0770,Customer 770,North,Enterprise
CUS0771,Customer 771,West,Enterprise
CUS0772,Customer 772,South,Enterprise
CUS0773,Customer 773,West,Retail
CUS0774,Customer 774,West,Enterprise
CUS0775,Customer 775,East,Wholesale
CUS0776,Customer 776,East,Retail
CUS0777,Customer 777,West,Enterprise
CUS0778,Customer 778,East,Enterprise
CUS0779,Customer 779,North,Wholesale
CUS0780,Customer 780,South,Wholesale
CUS0781,Customer 781,East,Wholesale
CUS0782,Customer 782,West,Wholesale
CUS0783,Customer 783,South,Enterprise
CUS0784,Customer 784,East,Retail
CUS0785,Customer 785,West,Enterprise
CUS0786,Customer 786,West,Retail
CUS0787,Customer 787,North,Wholesale
CUS0788,Customer 788,South,Wholesale
CUS0789,Customer 789,West,Retail
CUS0790,Customer 790,West,Enterprise
CUS0791,Customer 791,South,Enterprise
CUS0792,Customer 792,East,Wholesale
CUS0793,Customer 793,West,Wholesale
CUS0794,Customer 794,East,Enterprise
CUS0795,Customer 795,South,Retail
CUS0796,Customer 796,South,Enterprise
CUS0797,Customer 797,East,Retail
CUS0798,Customer 798,South,Enterprise
CUS0799,Customer 799,South,Enterprise
CUS0800,Customer 800,West,Wholesale
CUS0801,Customer 801,North,Enterprise
CUS0802,Customer 802,North,Retail
CUS0803,Customer 803,South,Retail
CUS0804,Customer 804,South,Retail
CUS0805,Customer 805,East,Retail
CUS0806,Customer 806,West,Wholesale
CUS0807,Customer 807,North,Wholesale
CUS0808,Customer 808,West,Enterprise
CUS0809,Customer 809,North,Retail
CUS0810,Customer 810,South,Retail
CUS0811,Customer 811,South,Retail
CUS0812,Customer 812,South,Retail
CUS0813,Customer 813,South,Wholesale
CUS0814,Customer 814,West,Retail
CUS0815,Customer 815,East,Enterprise
CUS0816,Customer 816,South,Wholesale
CUS0817,Customer 817,East,Wholesale
CUS0818,Customer 818,South,Enterprise
CUS0819,Customer 819,South,Enterprise
CUS0820,Customer 820,North,Retail
CUS0821,Customer 821,South,Retail
CUS0822,Customer 822,South,Enterprise
CUS0823,Customer 823,North,Wholesale
CUS0824,Customer 824,West,Retail
CUS0825,Customer 825,West,Retail
CUS0826,Customer 826,West,Wholesale
CUS0827,Customer 827,East,Enterprise
CUS0828,Customer 828,West,Enterprise
CUS0829,Customer 829,North,Wholesale
CUS0830,Customer 830,West,Retail
CUS0831,Customer 831,West,Retail
CUS0832,Customer 832,West,Retail
CUS0833,Customer 833,North,Enterprise
CUS0834,Customer 834,South,Wholesale
CUS0835,Customer 835,West,Enterprise
CUS0836,Customer 836,North,Wholesale
CUS0837,Customer 837,North,Retail
CUS0838,Customer 838,South,Enterprise
CUS0839,Customer 839,South,Retail
CUS0840,Customer 840,East,Retail
CUS0841,Customer 841,North,Enterprise
CUS0842,Customer 842,East,Wholesale
CUS0843,Customer 843,East,Enterprise
CUS0844,Customer 844,North,Enterprise
CUS0845,Customer 845,West,Retail
CUS0846,Customer 846,West,Enterprise
CUS0847,Customer 847,East,Retail
CUS0848,Customer 848,East,Retail
CUS0849,Customer 849,West,Wholesale
CUS0850,Customer 850,West,Wholesale
CUS0851,Customer 851,South,Retail
CUS0852,Customer 852,East,Retail
CUS0853,Customer 853,East,Retail
CUS0854,Customer 854,West,Retail
CUS0855,Customer 855,West,Retail
CUS0856,Customer 856,South,Retail
CUS0857,Customer 857,West,Retail
CUS0858,Customer 858,East,Wholesale
CUS0859,Customer 859,East,Enterprise
CUS0860,Customer 860,South,Retail
CUS0861,Customer 861,East,Wholesale
CUS0862,Customer 862,South,Retail
CUS0863,Customer 863,North,Wholesale
CUS0864,Customer 864,East,Wholesale
CUS0865,Customer 865,North,Enterprise
CUS0866,Customer 866,East,Wholesale
CUS0867,Customer 867,North,Retail
CUS0868,Customer 868,West,Wholesale
CUS0869,Customer 869,West,Enterprise
CUS0870,Customer 870,West,Retail
CUS0871,Customer 871,West,Wholesale
CUS0872,Customer 872,East,Wholesale
CUS0873,Customer 873,East,Enterprise
CUS0874,Customer 874,North,Retail
CUS0875,Customer 875,West,Wholesale
CUS0876,Customer 876,West,Wholesale
CUS0877,Customer 877,East,Wholesale
CUS0878,Customer 878,North,Retail
CUS0879,Customer 879,East,Enterprise
CUS0880,Customer 880,South,Retail
CUS0881,Customer 881,South,Retail
CUS0882,Customer 882,North,Enterprise
CUS0883,Customer 883,West,Retail
CUS0884,Customer 884,South,Enterprise
CUS0885,Customer 885,East,Enterprise
CUS0886,Customer 886,West,Wholesale
CUS0887,Customer 887,South,Retail
CUS0888,Customer 888,South,Retail
CUS0889,Customer 889,South,Wholesale
CUS0890,Customer 890,North,Retail
CUS0891,Customer 891,South,Retail
CUS0892,Customer 892,East,Wholesale
CUS0893,Customer 893,West,Enterprise
CUS0894,Customer 894,West,Retail
CUS0895,Customer 895,East,Wholesale
CUS0896,Customer 896,East,Retail
CUS0897,Customer 897,North,Retail
CUS0898,Customer 898,East,Enterprise
CUS0899,Customer 899,East,Enterprise
CUS0900,Customer 900,South,Wholesale
CUS0901,Customer 901,North,Enterprise
CUS0902,Customer 902,South,Retail
CUS0903,Customer 903,North,Retail
CUS0904,Customer 904,North,Enterprise
CUS0905,Customer 905,South,Enterprise
CUS0906,Customer 906,East,Enterprise
CUS0907,Customer 907,East,Wholesale
CUS0908,Customer 908,North,Retail
CUS0909,Customer 909,North,Retail
CUS0910,Customer 910,West,Retail
CUS0911,Customer 911,South,Wholesale
CUS0912,Customer 912,South,Retail
CUS0913,Customer 913,South,Enterprise
CUS0914,Customer 914,West,Wholesale
CUS0915,Customer 915,North,Enterprise
CUS0916,Customer 916,South,Wholesale
CUS0917,Customer 917,South,Retail
CUS0918,Customer 918,West,Enterprise
CUS0919,Customer 919,West,Wholesale
CUS0920,Customer 920,West,Wholesale
CUS0921,Customer 921,South,Wholesale
CUS0922,Customer 922,South,Wholesale
CUS0923,Customer 923,West,Wholesale
CUS0924,Customer 924,West,Retail
CUS0925,Customer 925,North,Enterprise
CUS0926,Customer 926,West,Enterprise
CUS0927,Customer 927,South,Wholesale
CUS0928,Customer 928,West,Enterprise
CUS0929,Customer 929,East,Enterprise
CUS0930,Customer 930,South,Retail
CUS0931,Customer 931,West,Enterprise
CUS0932,Customer 932,North,Retail
CUS0933,Customer 933,West,Enterprise
CUS0934,Customer 934,East,Enterprise
CUS0935,Customer 935,West,Wholesale
CUS0936,Customer 936,East,Enterprise
CUS0937,Customer 937,North,Wholesale
CUS0938,Customer 938,North,Retail
CUS0939,Customer 939,South,Enterprise
CUS0940,Customer 940,West,Enterprise
CUS0941,Customer 941,West,Wholesale
CUS0942,Customer 942,North,Enterprise
CUS0943,Customer 943,East,Enterprise
CUS0944,Customer 944,East,Enterprise
CUS0945,Customer 945,West,Retail
CUS0946,Customer 946,North,Wholesale
CUS0947,Customer 947,South,Wholesale
CUS0948,Customer 948,North,Wholesale
CUS0949,Customer 949,North,Retail
CUS0950,Customer 950,North,Enterprise
CUS0951,Customer 951,South,Retail
CUS0952,Customer 952,North,Wholesale
CUS0953,Customer 953,West,Wholesale
CUS0954,Customer 954,North,Wholesale
CUS0955,Customer 955,West,Enterprise
CUS0956,Customer 956,South,Wholesale
CUS0957,Customer 957,North,Enterprise
CUS0958,Customer 958,West,Wholesale
CUS0959,Customer 959,North,Retail
CUS0960,Customer 960,East,Enterprise
CUS0961,Customer 961,East,Wholesale
CUS0962,Customer 962,West,Enterprise
CUS0963,Customer 963,South,Enterprise
CUS0964,Customer 964,West,Retail
CUS0965,Customer 965,West,Retail
CUS0966,Customer 966,West,Enterprise
CUS0967,Customer 967,East,Wholesale
CUS0968,Customer 968,West,Retail
CUS0969,Customer 969,East,Wholesale
CUS0970,Customer 970,West,Enterprise
CUS0971,Customer 971,West,Enterprise
CUS0972,Customer 972,North,Wholesale
CUS0973,Customer 973,South,Wholesale
CUS0974,Customer 974,East,Enterprise
CUS0975,Customer 975,East,Retail
CUS0976,Customer 976,North,Retail
CUS0977,Customer 977,West,Enterprise
CUS0978,Customer 978,East,Wholesale
CUS0979,Customer 979,North,Retail
CUS0980,Customer 980,West,Enterprise
CUS0981,Customer 981,South,Retail
CUS0982,Customer 982,West,Wholesale
CUS0983,Customer 983,South,Enterprise
CUS0984,Customer 984,East,Retail
CUS0985,Customer 985,North,Wholesale
CUS0986,Customer 986,West,Wholesale
CUS0987,Customer 987,South,Wholesale
CUS0988,Customer 988,East,Enterprise
CUS0989,Customer 989,North,Retail
CUS0990,Customer 990,South,Enterprise
CUS0991,Customer 991,North,Retail
CUS0992,Customer 992,South,Retail
CUS0993,Customer 993,South,Wholesale
CUS0994,Customer 994,West,Retail
CUS0995,Customer 995,West,Retail
CUS0996,Customer 996,North,Retail
CUS0997,Customer 997,West,Enterprise
CUS0998,Customer 998,North,Enterprise
CUS0999,Customer 999,North,Wholesale
CUS1000,Customer 1000,South,Wholesale
