Shipment_ID,Order_ID,Product,Destination,Status,Ship_Date,Delivery_Date
SHP121345,ORD779345,Sofa,East,Delivered,2025-11-01,2025-11-05
SHP121346,ORD779346,Keyboard,West,Delivered,2025-03-29,2025-04-04
SHP121347,ORD779347,Keyboard,East,Delivered,2025-09-09,2025-09-13
SHP121348,ORD779348,Jeans,North,Delivered,2025-05-15,2025-05-23
SHP121349,ORD779349,Jeans,North,Delivered,2025-03-17,2025-03-22
SHP121350,ORD779350,Face Cream,West,In Transit,2025-08-09,2025-08-11
SHP121351,ORD779351,Monitor,South,Delivered,2025-09-18,2025-09-25
SHP121352,ORD779352,T-Shirt,West,Delivered,2025-07-12,2025-07-18
SHP121353,ORD779353,Shampoo,North,Delivered,2025-05-31,2025-06-05
SHP121354,ORD779354,Jeans,East,Delivered,2025-09-11,2025-09-13
SHP121355,ORD779355,Face Cream,West,In Transit,2025-03-22,2025-03-29
SHP121356,ORD779356,Jacket,West,Delivered,2025-06-09,2025-06-12
SHP121357,ORD779357,Monitor,South,Delivered,2025-07-06,2025-07-08
SHP121358,ORD779358,Monitor,West,Delivered,2025-11-06,2025-11-08
SHP121359,ORD779359,Jacket,North,Delivered,2025-02-24,2025-03-01
SHP121360,ORD779360,Laptop,North,Delivered,2025-11-20,2025-11-28
SHP121361,ORD779361,Smartphone,East,Delivered,2025-01-03,2025-01-05
SHP121362,ORD779362,Laptop,West,Delivered,2025-05-25,2025-05-30
SHP121363,ORD779363,Laptop,East,Delivered,2025-01-27,2025-01-30
SHP121364,ORD779364,Jeans,West,Delivered,2025-04-22,2025-04-27
SHP121365,ORD779365,Smartphone,South,Delivered,2025-05-05,2025-05-09
SHP121366,ORD779366,Other Product,East,Delivered,2025-09-16,2025-09-19
SHP121367,ORD779367,Sofa,West,Delivered,2025-01-23,2025-01-26
SHP121368,ORD779368,Smartphone,East,Delivered,2025-04-09,2025-04-13
SHP121369,ORD779369,Shampoo,East,Delivered,2025-11-20,2025-11-25
SHP121370,ORD779370,Face Cream,West,Delivered,2025-12-12,2025-12-16
SHP121371,ORD779371,Smartphone,North,Delivered,2025-08-07,2025-08-10
SHP121372,ORD779372,Monitor,North,Delivered,2025-12-13,2025-12-17
SHP121373,ORD779373,Face Cream,South,Delivered,2025-05-13,2025-05-19
SHP121374,ORD779374,Jacket,East,Delivered,2025-06-17,2025-06-25
SHP121375,ORD779375,Shampoo,North,Delivered,2025-03-24,2025-03-29
SHP121376,ORD779376,Face Cream,West,Delivered,2025-08-19,2025-08-21
SHP121377,ORD779377,Jacket,North,Delivered,2025-03-21,2025-03-29
SHP121378,ORD779378,Face Cream,West,Delivered,2025-11-05,2025-11-11
SHP121379,ORD779379,Keyboard,North,Delivered,2025-01-10,2025-01-16
SHP121380,ORD779380,Engine Oil,West,Delivered,2025-06-21,2025-06-26
SHP121381,ORD779381,T-Shirt,East,Delivered,2025-05-10,2025-05-12
SHP121382,ORD779382,Sofa,North,Delivered,2025-03-16,2025-03-18
SHP121383,ORD779383,Headphones,East,Delivered,2025-09-23,2025-09-28
SHP121384,ORD779384,Keyboard,West,Delivered,2025-03-06,2025-03-09
SHP121385,ORD779385,Jeans,East,Delivered,2025-03-19,2025-03-23
SHP121386,ORD779386,Headphones,North,Delivered,2025-05-20,2025-05-27
SHP121387,ORD779387,Jacket,North,Delivered,2025-03-12,2025-03-17
SHP121388,ORD779388,Face Cream,West,Delivered,2025-01-10,2025-01-15
SHP121389,ORD779389,Laptop,South,Delivered,2025-07-16,2025-07-23
SHP121390,ORD779390,Face Cream,East,Delivered,2025-01-20,2025-01-23
SHP121391,ORD779391,Other Product,East,In Transit,2025-02-11,2025-02-19
SHP121392,ORD779392,Jeans,South,Delivered,2025-08-05,2025-08-09
SHP121393,ORD779393,Car Seat,East,Delivered,2025-05-20,2025-05-24
SHP121394,ORD779394,T-Shirt,North,In Transit,2025-02-10,2025-02-15
SHP121395,ORD779395,T-Shirt,North,Delivered,2025-11-11,2025-11-13
SHP121396,ORD779396,Jeans,South,Delivered,2025-07-05,2025-07-08
SHP121397,ORD779397,Jacket,West,Delivered,2025-07-30,2025-08-04
SHP121398,ORD779398,Smartphone,East,In Transit,2025-02-04,2025-02-10
SHP121399,ORD779399,T-Shirt,North,Delivered,2025-04-19,2025-04-23
SHP121400,ORD779400,Other Product,West,Delivered,2025-09-27,2025-10-03
SHP121401,ORD779401,Jeans,North,Delivered,2025-05-24,2025-05-27
SHP121402,ORD779402,Car Seat,South,Delivered,2025-09-07,2025-09-13
SHP121403,ORD779403,Laptop,North,Delivered,2025-12-01,2025-12-03
SHP121404,ORD779404,Jeans,South,Delivered,2025-12-18,2025-12-21
SHP121405,ORD779405,T-Shirt,East,Delivered,2025-03-18,2025-03-22
SHP121406,ORD779406,T-Shirt,East,Delivered,2025-04-10,2025-04-13
SHP121407,ORD779407,Smartphone,West,Delivered,2025-10-17,2025-10-20
SHP121408,ORD779408,Shampoo,South,Delivered,2025-06-19,2025-06-21
SHP121409,ORD779409,Laptop,North,Delayed,2025-01-03,2025-01-08
SHP121410,ORD779410,Jeans,East,Delivered,2025-05-03,2025-05-10
SHP121411,ORD779411,Jeans,West,Delivered,2025-11-10,2025-11-15
SHP121412,ORD779412,Jeans,East,Delivered,2025-01-30,2025-02-03
SHP121413,ORD779413,Laptop,South,Delivered,2025-11-27,2025-12-02
SHP121414,ORD779414,Sofa,North,In Transit,2025-01-24,2025-01-30
SHP121415,ORD779415,Car Seat,East,Delivered,2025-07-12,2025-07-18
SHP121416,ORD779416,Face Cream,South,Delivered,2025-02-17,2025-02-21
SHP121417,ORD779417,Headphones,North,Delivered,2025-08-31,2025-09-04
SHP121418,ORD779418,T-Shirt,North,Delivered,2025-04-25,2025-04-29
SHP121419,ORD779419,Jeans,North,Delivered,2025-03-19,2025-03-24
SHP121420,ORD779420,Sofa,West,Delivered,2025-12-06,2025-12-13
SHP121421,ORD779421,Smartphone,East,Delivered,2025-12-18,2025-12-23
SHP121422,ORD779422,Laptop,South,Delivered,2025-02-24,2025-03-01
SHP121423,ORD779423,Engine Oil,South,Delayed,2025-07-03,2025-07-10
SHP121424,ORD779424,Other Product,West,Delivered,2025-03-27,2025-04-01
SHP121425,ORD779425,Face Cream,South,In Transit,2025-09-04,2025-09-10
SHP121426,ORD779426,Sofa,East,In Transit,2025-09-02,2025-09-06
SHP121427,ORD779427,Face Cream,East,Delivered,2025-06-05,2025-06-08
SHP121428,ORD779428,Laptop,North,Delivered,2025-02-24,2025-03-01
SHP121429,ORD779429,Jeans,East,Delivered,2025-08-08,2025-08-13
SHP121430,ORD779430,Shampoo,North,Delayed,2025-06-05,2025-06-08
SHP121431,ORD779431,Face Cream,South,Delivered,2025-05-02,2025-05-04
SHP121432,ORD779432,Monitor,South,Delivered,2025-01-21,2025-01-23
SHP121433,ORD779433,Keyboard,South,Delivered,2025-04-26,2025-04-29
SHP121434,ORD779434,Other Product,North,In Transit,2025-01-22,2025-01-29
SHP121435,ORD779435,Other Product,West,Delivered,2025-01-15,2025-01-20
SHP121436,ORD779436,Smartphone,North,In Transit,2025-08-27,2025-09-01
SHP121437,ORD779437,Headphones,South,Delivered,2025-06-12,2025-06-16
SHP121438,ORD779438,Keyboard,North,Delivered,2025-05-27,2025-06-01
SHP121439,ORD779439,Monitor,North,Delivered,2025-01-12,2025-01-15
SHP121440,ORD779440,Smartphone,South,Delivered,2025-03-19,2025-03-23
SHP121441,ORD779441,Monitor,North,Delivered,2025-05-17,2025-05-22
SHP121442,ORD779442,T-Shirt,North,Delivered,2025-11-11,2025-11-14
SHP121443,ORD779443,Smartphone,West,Delivered,2025-08-10,2025-08-14
SHP121444,ORD779444,T-Shirt,South,Delivered,2025-08-10,2025-08-15
SHP121445,ORD779445,Laptop,South,Delivered,2025-05-29,2025-06-01
SHP121446,ORD779446,Jacket,North,Delivered,2025-11-12,2025-11-17
SHP121447,ORD779447,Dining Table,North,Delivered,2025-01-19,2025-01-24
SHP121448,ORD779448,Other Product,East,Delivered,2025-07-09,2025-07-11
SHP121449,ORD779449,Laptop,West,Delivered,2025-03-09,2025-03-14
SHP121450,ORD779450,Keyboard,South,Delayed,2025-08-06,2025-08-11
SHP121451,ORD779451,Jacket,North,Delivered,2025-05-04,2025-05-09
SHP121452,ORD779452,Other Product,North,Delivered,2025-08-16,2025-08-20
SHP121453,ORD779453,T-Shirt,West,Delivered,2025-07-12,2025-07-16
SHP121454,ORD779454,Headphones,South,Delivered,2025-05-22,2025-05-29
SHP121455,ORD779455,Car Seat,North,Delivered,2025-11-29,2025-12-04
SHP121456,ORD779456,Jeans,East,Delivered,2025-08-25,2025-08-30
SHP121457,ORD779457,Dining Table,South,Delayed,2025-03-11,2025-03-13
SHP121458,ORD779458,Jacket,North,Delivered,2025-06-21,2025-06-25
SHP121459,ORD779459,Car Seat,East,Delivered,2025-04-17,2025-04-20
SHP121460,ORD779460,Dining Table,West,Delivered,2025-11-17,2025-11-21
SHP121461,ORD779461,Shampoo,North,Delivered,2025-07-25,2025-07-27
SHP121462,ORD779462,Car Seat,North,Delivered,2025-03-19,2025-03-23
SHP121463,ORD779463,T-Shirt,South,Delivered,2025-09-12,2025-09-17
SHP121464,ORD779464,Headphones,South,Delivered,2025-07-26,2025-07-31
SHP121465,ORD779465,Shampoo,North,Delivered,2025-01-14,2025-01-17
SHP121466,ORD779466,Smartphone,North,Delivered,2025-01-04,2025-01-08
SHP121467,ORD779467,Monitor,West,Delivered,2025-10-22,2025-10-25
SHP121468,ORD779468,Smartphone,North,Delivered,2025-01-07,2025-01-12
SHP121469,ORD779469,Sofa,East,Delivered,2025-12-24,2025-12-27
SHP121470,ORD779470,Dining Table,East,Delivered,2025-12-19,2025-12-23
SHP121471,ORD779471,Laptop,West,Delivered,2025-09-25,2025-09-29
SHP121472,ORD779472,Dining Table,West,In Transit,2025-08-26,2025-08-31
SHP121473,ORD779473,Face Cream,North,Delivered,2025-11-08,2025-11-11
SHP121474,ORD779474,Engine Oil,East,Delivered,2025-11-28,2025-12-03
SHP121475,ORD779475,Smartphone,East,In Transit,2025-03-10,2025-03-14
SHP121476,ORD779476,Dining Table,North,Delivered,2025-03-03,2025-03-08
SHP121477,ORD779477,Monitor,West,Delivered,2025-01-18,2025-01-22
SHP121478,ORD779478,Jeans,West,In Transit,2025-09-29,2025-10-04
SHP121479,ORD779479,Keyboard,North,In Transit,2025-01-25,2025-01-28
SHP121480,ORD779480,Headphones,West,Delivered,2025-07-10,2025-07-14
SHP121481,ORD779481,Jeans,East,In Transit,2025-08-04,2025-08-07
SHP121482,ORD779482,Face Cream,South,Delivered,2025-07-21,2025-07-26
SHP121483,ORD779483,Smartphone,East,Delivered,2025-01-06,2025-01-11
SHP121484,ORD779484,Laptop,South,Delivered,2025-05-20,2025-05-23
SHP121485,ORD779485,Jacket,South,Delivered,2025-05-22,2025-05-25
SHP121486,ORD779486,Keyboard,East,In Transit,2025-09-24,2025-09-29
SHP121487,ORD779487,Laptop,West,Delivered,2025-05-23,2025-05-26
SHP121488,ORD779488,Keyboard,West,Delivered,2025-05-05,2025-05-07
SHP121489,ORD779489,Smartphone,North,In Transit,2025-11-12,2025-11-15
SHP121490,ORD779490,Car Seat,West,Delivered,2025-12-20,2025-12-27
SHP121491,ORD779491,Other Product,South,Delivered,2025-02-13,2025-02-20
SHP121492,ORD779492,Car Seat,North,Delayed,2025-08-23,2025-08-28
SHP121493,ORD779493,Dining Table,North,In Transit,2025-04-25,2025-04-28
SHP121494,ORD779494,Face Cream,North,Delivered,2025-09-28,2025-10-03
SHP121495,ORD779495,Keyboard,West,Delivered,2025-01-06,2025-01-11
SHP121496,ORD779496,Dining Table,North,Delivered,2025-03-28,2025-04-01
SHP121497,ORD779497,Monitor,West,Delivered,2025-02-07,2025-02-10
SHP121498,ORD779498,Keyboard,East,Delivered,2025-11-18,2025-11-22
SHP121499,ORD779499,Keyboard,South,Delivered,2025-03-12,2025-03-17
SHP121500,ORD779500,Face Cream,South,Delivered,2025-04-17,2025-04-21
SHP121501,ORD779501,Jacket,West,Delivered,2025-08-05,2025-08-09
SHP121502,ORD779502,Dining Table,South,Delivered,2025-06-23,2025-06-27
SHP121503,ORD779503,Keyboard,East,Delivered,2025-09-23,2025-09-27
SHP121504,ORD779504,Dining Table,South,Delivered,2025-04-18,2025-04-21
SHP121505,ORD779505,Engine Oil,East,Delivered,2025-10-14,2025-10-18
SHP121506,ORD779506,Smartphone,South,Delivered,2025-10-22,2025-10-24
SHP121507,ORD779507,Car Seat,East,Delivered,2025-09-08,2025-09-12
SHP121508,ORD779508,Car Seat,South,Delivered,2025-11-20,2025-11-25
SHP121509,ORD779509,Engine Oil,North,Delivered,2025-03-29,2025-04-03
SHP121510,ORD779510,Sofa,North,Delivered,2025-11-11,2025-11-16
SHP121511,ORD779511,Car Seat,North,Delayed,2025-07-15,2025-07-19
SHP121512,ORD779512,Face Cream,North,Delivered,2025-01-14,2025-01-17
SHP121513,ORD779513,Jeans,East,Delivered,2025-02-09,2025-02-16
SHP121514,ORD779514,Dining Table,West,Delivered,2025-07-11,2025-07-14
SHP121515,ORD779515,Other Product,North,Delivered,2025-10-27,2025-11-03
SHP121516,ORD779516,Monitor,East,Delivered,2025-04-11,2025-04-14
SHP121517,ORD779517,Other Product,North,Delivered,2025-04-04,2025-04-09
SHP121518,ORD779518,Headphones,East,Delivered,2025-10-22,2025-10-28
SHP121519,ORD779519,Car Seat,West,Delivered,2025-09-24,2025-09-27
SHP121520,ORD779520,Monitor,West,In Transit,2025-02-10,2025-02-14
SHP121521,ORD779521,Other Product,North,Delivered,2025-05-28,2025-06-02
SHP121522,ORD779522,Shampoo,South,Delivered,2025-12-06,2025-12-12
SHP121523,ORD779523,Laptop,West,In Transit,2025-02-14,2025-02-22
SHP121524,ORD779524,Monitor,West,Delivered,2025-05-27,2025-05-30
SHP121525,ORD779525,Monitor,North,Delivered,2025-02-22,2025-02-26
SHP121526,ORD779526,Jacket,South,Delivered,2025-12-11,2025-12-16
SHP121527,ORD779527,Dining Table,East,Delivered,2025-11-03,2025-11-07
SHP121528,ORD779528,Face Cream,East,Delivered,2025-08-07,2025-08-13
SHP121529,ORD779529,Headphones,West,Delivered,2025-01-18,2025-01-21
SHP121530,ORD779530,Face Cream,East,In Transit,2025-05-01,2025-05-03
SHP121531,ORD779531,Face Cream,North,Delivered,2025-02-14,2025-02-18
SHP121532,ORD779532,Laptop,East,Delivered,2025-10-31,2025-11-06
SHP121533,ORD779533,Shampoo,East,In Transit,2025-07-07,2025-07-13
SHP121534,ORD779534,Headphones,South,Delivered,2025-02-04,2025-02-11
SHP121535,ORD779535,Shampoo,South,Delivered,2025-03-10,2025-03-14
SHP121536,ORD779536,Sofa,East,Delivered,2025-08-06,2025-08-09
SHP121537,ORD779537,Shampoo,West,Delivered,2025-05-09,2025-05-13
SHP121538,ORD779538,Jeans,West,In Transit,2025-09-21,2025-09-24
SHP121539,ORD779539,Jeans,West,Delivered,2025-03-06,2025-03-10
SHP121540,ORD779540,Other Product,South,Delivered,2025-06-22,2025-06-25
SHP121541,ORD779541,Keyboard,North,Delivered,2025-01-14,2025-01-21
SHP121542,ORD779542,Smartphone,East,Delivered,2025-08-17,2025-08-21
SHP121543,ORD779543,Face Cream,South,Delivered,2025-11-20,2025-11-25
SHP121544,ORD779544,Monitor,East,Delivered,2025-08-02,2025-08-06
SHP121545,ORD779545,Other Product,East,Delivered,2025-10-30,2025-11-01
SHP121546,ORD779546,T-Shirt,East,Delivered,2025-05-15,2025-05-20
SHP121547,ORD779547,Keyboard,West,Delivered,2025-04-30,2025-05-04
SHP121548,ORD779548,Face Cream,North,Delivered,2025-06-12,2025-06-15
SHP121549,ORD779549,Jeans,North,Delivered,2025-08-22,2025-08-26
SHP121550,ORD779550,Headphones,East,Delivered,2025-07-06,2025-07-11
SHP121551,ORD779551,Jacket,South,Delivered,2025-10-24,2025-10-29
SHP121552,ORD779552,Keyboard,North,Delivered,2025-11-05,2025-11-12
SHP121553,ORD779553,Engine Oil,North,Delivered,2025-10-09,2025-10-14
SHP121554,ORD779554,Car Seat,South,Delivered,2025-03-02,2025-03-06
SHP121555,ORD779555,Jacket,East,Delivered,2025-03-22,2025-03-25
SHP121556,ORD779556,Shampoo,North,Delivered,2025-10-07,2025-10-14
SHP121557,ORD779557,Shampoo,West,Delivered,2025-12-03,2025-12-08
SHP121558,ORD779558,Jeans,West,Delivered,2025-03-29,2025-04-05
SHP121559,ORD779559,Headphones,North,Delivered,2025-06-24,2025-06-28
SHP121560,ORD779560,Laptop,West,Delivered,2025-08-10,2025-08-13
SHP121561,ORD779561,Face Cream,North,Delivered,2025-01-23,2025-01-28
SHP121562,ORD779562,Laptop,North,Delayed,2025-08-13,2025-08-21
SHP121563,ORD779563,Other Product,South,Delivered,2025-08-12,2025-08-15
SHP121564,ORD779564,Monitor,East,Delivered,2025-05-17,2025-05-22
SHP121565,ORD779565,T-Shirt,South,Delivered,2025-09-15,2025-09-20
SHP121566,ORD779566,T-Shirt,East,Delivered,2025-12-02,2025-12-10
SHP121567,ORD779567,Smartphone,North,Delivered,2025-04-19,2025-04-23
SHP121568,ORD779568,Other Product,West,Delivered,2025-04-23,2025-04-26
SHP121569,ORD779569,Sofa,West,Delivered,2025-10-06,2025-10-10
SHP121570,ORD779570,Other Product,South,Delivered,2025-07-23,2025-07-26
SHP121571,ORD779571,Face Cream,North,Delayed,2025-08-24,2025-08-28
SHP121572,ORD779572,T-Shirt,South,Delayed,2025-04-20,2025-04-23
SHP121573,ORD779573,Sofa,East,Delivered,2025-01-02,2025-01-05
SHP121574,ORD779574,Laptop,East,In Transit,2025-07-22,2025-07-27
SHP121575,ORD779575,Headphones,East,Delivered,2025-09-19,2025-09-24
SHP121576,ORD779576,Other Product,North,Delivered,2025-04-16,2025-04-20
SHP121577,ORD779577,Laptop,West,Delivered,2025-11-21,2025-11-29
SHP121578,ORD779578,Shampoo,North,Delivered,2025-05-16,2025-05-21
SHP121579,ORD779579,Keyboard,North,Delivered,2025-06-15,2025-06-21
SHP121580,ORD779580,Laptop,West,Delivered,2025-07-11,2025-07-18
SHP121581,ORD779581,Shampoo,East,Delivered,2025-08-26,2025-08-31
SHP121582,ORD779582,Keyboard,West,Delivered,2025-09-06,2025-09-11
SHP121583,ORD779583,Shampoo,East,Delivered,2025-01-13,2025-01-16
SHP121584,ORD779584,Shampoo,South,Delivered,2025-01-13,2025-01-16
SHP121585,ORD779585,Car Seat,South,Delivered,2025-08-16,2025-08-22
SHP121586,ORD779586,Dining Table,North,In Transit,2025-10-08,2025-10-12
SHP121587,ORD779587,Dining Table,East,Delivered,2025-09-20,2025-09-22
SHP121588,ORD779588,Car Seat,West,Delivered,2025-09-30,2025-10-02
SHP121589,ORD779589,Face Cream,East,Delivered,2025-07-13,2025-07-15
SHP121590,ORD779590,Car Seat,South,Delivered,2025-01-07,2025-01-10
SHP121591,ORD779591,Sofa,South,Delivered,2025-01-16,2025-01-19
SHP121592,ORD779592,Headphones,North,Delivered,2025-08-11,2025-08-18
SHP121593,ORD779593,Car Seat,West,Delivered,2025-06-13,2025-06-16
SHP121594,ORD779594,Dining Table,East,Delivered,2025-09-12,2025-09-17
SHP121595,ORD779595,Shampoo,West,Delivered,2025-08-02,2025-08-07
SHP121596,ORD779596,Headphones,East,Delivered,2025-05-22,2025-05-25
SHP121597,ORD779597,Other Product,North,Delivered,2025-07-07,2025-07-11
SHP121598,ORD779598,Sofa,East,Delivered,2025-11-01,2025-11-05
SHP121599,ORD779599,Car Seat,West,Delivered,2025-04-06,2025-04-11
SHP121600,ORD779600,Jeans,North,Delivered,2025-10-06,2025-10-10
SHP121601,ORD779601,Keyboard,North,Delivered,2025-01-01,2025-01-05
SHP121602,ORD779602,Laptop,South,Delivered,2025-07-29,2025-08-01
SHP121603,ORD779603,Jacket,North,Delivered,2025-12-07,2025-12-12
SHP121604,ORD779604,Car Seat,North,Delivered,2025-05-30,2025-06-05
SHP121605,ORD779605,Shampoo,West,Delivered,2025-02-15,2025-02-19
SHP121606,ORD779606,Sofa,North,Delayed,2025-08-02,2025-08-06
SHP121607,ORD779607,T-Shirt,North,Delivered,2025-07-09,2025-07-15
SHP121608,ORD779608,Face Cream,East,Delivered,2025-06-11,2025-06-14
SHP121609,ORD779609,Jacket,East,Delivered,2025-12-17,2025-12-21
SHP121610,ORD779610,Smartphone,East,Delivered,2025-02-12,2025-02-17
SHP121611,ORD779611,Headphones,East,Delivered,2025-07-02,2025-07-06
SHP121612,ORD779612,Laptop,South,Delivered,2025-09-06,2025-09-09
SHP121613,ORD779613,Monitor,West,Delivered,2025-10-29,2025-11-06
SHP121614,ORD779614,Shampoo,West,Delivered,2025-07-25,2025-07-27
SHP121615,ORD779615,T-Shirt,East,Delivered,2025-12-26,2026-01-01
SHP121616,ORD779616,Jacket,South,Delivered,2025-11-11,2025-11-18
SHP121617,ORD779617,Car Seat,South,Delivered,2025-11-06,2025-11-09
SHP121618,ORD779618,Laptop,South,Delivered,2025-10-23,2025-10-31
SHP121619,ORD779619,T-Shirt,North,Delivered,2025-04-20,2025-04-22
SHP121620,ORD779620,Laptop,North,Delivered,2025-04-17,2025-04-19
SHP121621,ORD779621,Laptop,South,Delivered,2025-01-29,2025-02-04
SHP121622,ORD779622,T-Shirt,South,Delivered,2025-07-22,2025-07-27
SHP121623,ORD779623,Smartphone,North,Delivered,2025-10-06,2025-10-12
SHP121624,ORD779624,Laptop,North,Delivered,2025-06-26,2025-06-29
SHP121625,ORD779625,Headphones,South,Delivered,2025-04-17,2025-04-25
SHP121626,ORD779626,Sofa,South,Delivered,2025-05-03,2025-05-06
SHP121627,ORD779627,Engine Oil,North,Delivered,2025-08-03,2025-08-10
SHP121628,ORD779628,Car Seat,West,Delayed,2025-03-18,2025-03-24
SHP121629,ORD779629,Face Cream,South,Delivered,2025-10-06,2025-10-09
SHP121630,ORD779630,Sofa,South,Delivered,2025-07-23,2025-07-28
SHP121631,ORD779631,Sofa,West,Delivered,2025-09-12,2025-09-14
SHP121632,ORD779632,Laptop,West,Delayed,2025-04-05,2025-04-07
SHP121633,ORD779633,Sofa,West,Delivered,2025-07-22,2025-07-25
SHP121634,ORD779634,Monitor,East,Delivered,2025-11-18,2025-11-22
SHP121635,ORD779635,Dining Table,North,Delivered,2025-10-08,2025-10-15
SHP121636,ORD779636,Face Cream,South,Delivered,2025-04-30,2025-05-04
SHP121637,ORD779637,Engine Oil,East,Delivered,2025-04-12,2025-04-15
SHP121638,ORD779638,Other Product,West,Delivered,2025-11-01,2025-11-08
SHP121639,ORD779639,Sofa,West,Delivered,2025-11-26,2025-11-29
SHP121640,ORD779640,Other Product,North,Delivered,2025-07-14,2025-07-17
SHP121641,ORD779641,Jacket,East,Delivered,2025-04-09,2025-04-12
SHP121642,ORD779642,Other Product,South,Delivered,2025-01-23,2025-01-28
SHP121643,ORD779643,Smartphone,North,Delivered,2025-11-26,2025-11-29
SHP121644,ORD779644,Other Product,South,Delivered,2025-12-15,2025-12-19
SHP121645,ORD779645,Face Cream,North,Delivered,2025-09-22,2025-09-29
SHP121646,ORD779646,Dining Table,East,Delivered,2025-01-29,2025-02-02
SHP121647,ORD779647,T-Shirt,North,Delivered,2025-12-24,2025-12-29
SHP121648,ORD779648,Keyboard,North,Delivered,2025-03-17,2025-03-20
SHP121649,ORD779649,Headphones,East,Delivered,2025-11-10,2025-11-13
SHP121650,ORD779650,Dining Table,South,Delivered,2025-03-18,2025-03-26
SHP121651,ORD779651,Monitor,South,Delayed,2025-01-21,2025-01-29
SHP121652,ORD779652,T-Shirt,North,Delivered,2025-06-29,2025-07-02
SHP121653,ORD779653,Dining Table,North,Delayed,2025-07-13,2025-07-17
SHP121654,ORD779654,T-Shirt,South,Delivered,2025-06-06,2025-06-08
SHP121655,ORD779655,Keyboard,West,Delivered,2025-05-29,2025-06-03
SHP121656,ORD779656,Car Seat,North,Delivered,2025-01-31,2025-02-04
SHP121657,ORD779657,Keyboard,South,Delayed,2025-11-03,2025-11-06
SHP121658,ORD779658,Engine Oil,North,Delivered,2025-08-12,2025-08-14
SHP121659,ORD779659,Dining Table,North,Delivered,2025-11-21,2025-11-25
SHP121660,ORD779660,Jacket,South,Delivered,2025-02-19,2025-02-23
SHP121661,ORD779661,Jacket,East,In Transit,2025-04-13,2025-04-15
SHP121662,ORD779662,Dining Table,South,Delivered,2025-10-21,2025-10-24
SHP121663,ORD779663,Laptop,South,Delivered,2025-03-19,2025-03-24
SHP121664,ORD779664,Keyboard,North,Delivered,2025-08-24,2025-08-27
SHP121665,ORD779665,Engine Oil,South,Delivered,2025-06-19,2025-06-22
SHP121666,ORD779666,Sofa,North,Delivered,2025-12-10,2025-12-12
SHP121667,ORD779667,Keyboard,West,Delivered,2025-10-25,2025-10-30
SHP121668,ORD779668,Sofa,West,Delivered,2025-03-12,2025-03-16
SHP121669,ORD779669,Headphones,East,Delayed,2025-04-12,2025-04-18
SHP121670,ORD779670,Jeans,South,Delivered,2025-08-26,2025-08-30
SHP121671,ORD779671,Engine Oil,North,Delivered,2025-02-15,2025-02-20
SHP121672,ORD779672,Dining Table,South,Delivered,2025-06-16,2025-06-19
SHP121673,ORD779673,T-Shirt,North,Delivered,2025-11-27,2025-12-03
SHP121674,ORD779674,Jeans,North,Delivered,2025-02-25,2025-03-02
SHP121675,ORD779675,Headphones,South,Delivered,2025-07-22,2025-07-28
SHP121676,ORD779676,Face Cream,East,Delivered,2025-11-17,2025-11-22
SHP121677,ORD779677,Smartphone,South,Delivered,2025-01-10,2025-01-15
SHP121678,ORD779678,Dining Table,West,Delivered,2025-06-15,2025-06-21
SHP121679,ORD779679,Keyboard,East,Delivered,2025-06-18,2025-06-23
SHP121680,ORD779680,Headphones,South,In Transit,2025-12-07,2025-12-09
SHP121681,ORD779681,Face Cream,South,Delivered,2025-06-14,2025-06-19
SHP121682,ORD779682,Car Seat,South,Delivered,2025-11-15,2025-11-22
SHP121683,ORD779683,Laptop,South,Delivered,2025-09-16,2025-09-19
SHP121684,ORD779684,Shampoo,West,Delivered,2025-12-09,2025-12-14
SHP121685,ORD779685,Engine Oil,West,Delivered,2025-01-09,2025-01-16
SHP121686,ORD779686,Dining Table,West,Delivered,2025-09-14,2025-09-19
SHP121687,ORD779687,Sofa,North,Delivered,2025-07-05,2025-07-08
SHP121688,ORD779688,Engine Oil,South,In Transit,2025-01-29,2025-02-03
SHP121689,ORD779689,Engine Oil,South,Delivered,2025-01-02,2025-01-05
SHP121690,ORD779690,Jacket,North,Delivered,2025-08-04,2025-08-09
SHP121691,ORD779691,Jeans,West,Delivered,2025-03-21,2025-03-27
SHP121692,ORD779692,Dining Table,North,Delivered,2025-10-18,2025-10-22
SHP121693,ORD779693,Smartphone,North,Delivered,2025-08-30,2025-09-06
SHP121694,ORD779694,Jacket,West,Delivered,2025-04-02,2025-04-04
SHP121695,ORD779695,Other Product,South,Delivered,2025-07-03,2025-07-07
SHP121696,ORD779696,T-Shirt,South,Delivered,2025-12-29,2026-01-06
SHP121697,ORD779697,Shampoo,East,Delivered,2025-08-04,2025-08-11
SHP121698,ORD779698,Car Seat,South,Delivered,2025-10-13,2025-10-18
SHP121699,ORD779699,Car Seat,South,Delivered,2025-02-17,2025-02-21
SHP121700,ORD779700,Headphones,South,Delivered,2025-07-14,2025-07-16
SHP121701,ORD779701,Face Cream,North,Delivered,2025-07-24,2025-07-29
SHP121702,ORD779702,Monitor,North,Delivered,2025-06-18,2025-06-22
SHP121703,ORD779703,Keyboard,East,Delivered,2025-01-19,2025-01-22
SHP121704,ORD779704,Headphones,East,Delivered,2025-03-15,2025-03-18
SHP121705,ORD779705,Jacket,West,Delivered,2025-07-30,2025-08-03
